data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7718480,104,MMR11705,11705,29-Jan-21,2021,1,Violence against civilians,Attack,Military Forces of Myanmar (2016-2021),,1,Civilians (Myanmar),Women (Myanmar); Teachers (Myanmar); Prisoners (Myanmar),7,17,Southeast Asia,Myanmar,Mandalay,Pyinoolwin,Mogoke,Chaung Gyi Mar Nar (Man Nar),22.9721,96.5212,1,Shwe Phee Myay News Agency,National,"On 29 January 2021, in Man Nar (Chaung Gyi Mar Nar (Man Nar)) village (Mogoke township, Pyin Oo Lwin District, Mandalay region), the headmistress of a school was beaten during interrogation while she was detained by the Myanmar military. Another woman was beaten as well. The headmistress had been arrested on 28 December 2020 and charged under 17 (1) for alleged contact with illegal groups.",0,1618491395,MMR
7588514,104,MMR11051,11051,29-Jan-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),,6,,,0,60,Southeast Asia,Myanmar,Tanintharyi,Kawthoung,Kawthoung,Khamaukgyi,10.353,98.625,1,Eleven Media Group,National,"On 29 January 2021, in Khamaukgyi town (Kawthoung Township, Kawthoung District, Tanintharyi District), nine people demonstrated over electoral disputes. Demonstrators carried signs such as 'Save Chief Justice,' 'We welcome investigating the truth from judiciary' and 'Pay attention to the feelings of the people.' [size=9]",0,1612284392,MMR
7588517,104,MMR11053,11053,29-Jan-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),,6,,,0,60,Southeast Asia,Myanmar,Mon,Mawlamyine,Ye,Ye,15.2465,97.8551,1,Eleven Media Group,National,"On 29 January 2021, in Ye Town (Ye Township, Mawlamyine District, Mon State), residents demonstrated at the Annawar stadium in Thiri Nanda ward against the UEC and alleged electoral fraud. [size=no report]",0,1612284392,MMR
7588428,104,MMR11049,11049,28-Jan-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),,6,,,0,60,Southeast Asia,Myanmar,Yangon,Yangon-West,Ahlone,Ahlone,16.789,96.1265,2,7Day News; Eleven Media Group,National,"On 28 January 2021, in Ahlone Township (Yangon-West District, Yangon Region), about 10 people protested against the UEC at Thakhin Mya Park. [size=10].",0,1618491434,MMR
7588513,104,MMR11048,11048,27-Jan-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),,6,,,0,60,Southeast Asia,Myanmar,Bago-West,Pyay,Pyay,Pyay,18.8246,95.2222,1,Eleven Media Group,National,"On 27 January 2021, in Pyay Town (Pyay Township, Pyay District, Bago Region), residents demonstrated against alleged electoral fraud and shown their support for Myanmar military's ongoing investigation on alleged electoral fraud. [size=no report]",0,1618491489,MMR
7671476,104,MMR11014,11014,27-Jan-21,2021,1,Riots,Violent demonstration,Rioters (Myanmar),,5,Police Forces of Myanmar (2016-2021),,1,15,Southeast Asia,Myanmar,Yangon,Yangon-West,Dagon,Dagon,16.795,96.1469,2,Myanmar Now,National,"On 27 January 2021, in Dagon Township (Yangon-west, Yangon Region), about 130 people rallied to showcase their support for the Myanmar military. This comes amid military-backed allegations of electoral fraud. Demonstrators walked through Myoma road holding Myanmar national flags. The demonstration was permitted with up to 30 people. While Myanmar police tried to detained 3 people involving in the demonstration without permission, demonstrators attacked police officers with red bricks. Casualties not reported. [size=about 130]",0,1618491492,MMR
7588549,104,MMR11047,11047,27-Jan-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),Pa-Oh Ethnic Group (Myanmar); Mon Ethnic Group (Myanmar); Kayin Ethnic Group (Myanmar),6,,,0,60,Southeast Asia,Myanmar,Mon,Thaton,Bilin,Bilin,17.2178,97.2305,2,Network Media Group,National,"On 27 January 2021, in Bilin Township (Thaton District, Mon State), more than 2000 people consisting of ethnic Mon, Kayin and Pa-oh people from 12 villages demonstrated. Demonstrators demanded Myanmar military and BGF withdraw from the area and urged the government to solve armed conflict through political dialogue. Myanmar military was accused of expanding its presence in the KNU brigade 5 controlled area. However, Myanmar military denied it and said that it has abolished 61 bases in KNU brigade 5 controlled area. Location coded as Bilin. [size=more than 2000]",0,1612284392,MMR
7588515,104,MMR11044,11044,26-Jan-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),Buddhist Group (Myanmar),6,,,0,60,Southeast Asia,Myanmar,Yangon,Yangon-West,Lanmadaw,Lanmadaw,16.7795,96.142,2,Eleven Media Group,National,"On 26 January 2021, in front of Yangon West District Court in Lanmadaw Township (Yangon-West District, Yangon Region), about 20 Buddhist monks and 10 laypersons demonstrated to demand the release of U Wirathu. [size=about 30]",0,1618491570,MMR
7588518,104,MMR11043,11043,26-Jan-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),,6,,,0,60,Southeast Asia,Myanmar,Yangon,Yangon-West,Kyauktada,Kyauktada,16.7743,96.1616,2,Eleven Media Group,National,"On 26 January 2021, in Kyauktada Township (Yangon-West District, Yangon Region), 10 residents demonstrated from the Thamada movie theater to Maha Bandoola park to show their support for the military and oppose alleged electoral fraud. [size=10].",0,1618491571,MMR
7588582,104,MMR11045,11045,26-Jan-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),,6,,,0,60,Southeast Asia,Myanmar,Kachin,Mohnyin,Mohnyin,Mohnyin,24.7782,96.3686,1,Radio Free Asia,Regional,"On 26 January 2021, in Mohnyin Town (Mohnyin Township, Mohnyin District, Kachin State), about 150 residents demonstrated against the KIA over abductions, violence against civilians, and the recruitment of child soldiers. Demonstrators also demanded the KIA release their detainees. The demonstration was led by civil society organizations. [size=about 150]",0,1612284392,MMR
7588586,104,MMR11046,11046,26-Jan-21,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),,3,Civilians (Myanmar),,7,37,Southeast Asia,Myanmar,Shan-North,Kyaukme,Kyaukme,Nyaung Mawng,22.7875,96.8089,2,Shan Herald Agency for News,Subnational,"On 26 January 2021, near Nyaung Mawng village (Kyaukme Township, Kyaukme District, Shan State), a man stepped a landmine while he was looking for his horse. He was injured. TNLA and RCSS fought around the areas in early January 2021.",0,1618491587,MMR
7672332,104,MMR11040,11040,25-Jan-21,2021,1,Battles,Armed clash,Military Forces of Myanmar (2016-2021),,1,RCSS/SSA-S: Restoration Council of Shan State/Shan State Army-South,,2,12,Southeast Asia,Myanmar,Shan-South,Langkho,Mongpan,Mong Hawng,20.3107,98.2677,2,Shan Herald Agency for News,Subnational,"On 25 January 2021, near Mong Hawng village, Nam Tein Village Track (Mongpan Township, Langkho District, Shan State), Myanmar military LIB 575 and RCSS clashed. According to the RCSS, three Myanmar military soldiers died and four were injured.",3,1618491598,MMR
7588529,104,MMR11041,11041,25-Jan-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),,6,,,0,60,Southeast Asia,Myanmar,Ayeyarwady,Pathein,Pathein,Pathein,16.7792,94.7321,1,Irrawaddy,National,"On 25 January 2021, in Pathein town (Pathein Township, Pathein District, Ayeyarwady Region), more than 300 people demonstrated against the 2020 general election result and showcased their support for Myanmar military. [size=more than 300]",0,1612284392,MMR
7669945,104,MMR11042,11042,25-Jan-21,2021,1,Protests,Protest with intervention,Protesters (Myanmar),,6,Police Forces of Myanmar (2016-2021),,1,16,Southeast Asia,Myanmar,Yangon,Yangon-East,Tamwe,Tamwe,16.8102,96.1765,2,Eleven Media Group,National,"On 25 January 2021, in Tamwe Township (Yangon-East District, Yangon Region), about 300 to 500 residents of Yangon from Shwe Pyi Thar, Dala, South Dagon, South Okkalapa, North Okkalapa and Hlaingthayar gathered to show their support for the military and oppose alleged electoral fraud. While they were preparing for a demonstration, Myanmar police came and arrested about 15-20 demonstrators. [size=about 300 to 500]",0,1618491635,MMR
7588547,104,MMR11018,11018,25-Jan-21,2021,1,Violence against civilians,Attack,Unidentified Armed Group (Myanmar),,3,Civilians (Myanmar),,7,37,Southeast Asia,Myanmar,Shan-North,Kyaukme,Kyaukme,Kyaukme,22.5392,97.0343,1,Mizzima,National,"On 25 January 2021, at Ward (8) in Kyaukme Town (Kyaukme Township, Kyaukme District, Shan State), two unknown gunmen fired at MIIK restaurant with small guns. Two men were injured.",0,1618491639,MMR
7665385,104,MMR11064,11064,25-Jan-21,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),,3,Civilians (Myanmar),,7,37,Southeast Asia,Myanmar,Shan-North,Muse,Muse,Muse,23.9933,97.9103,2,Twitter,New media,"On 25 January 2021, in Muse township (Muse District, Shan State), a 40-year-old man died after stepping a landmine near a Tatmadaw base. He was reportedly detained by an armed group and stepped a landmine when he attempted to flee.",1,1618491645,MMR
7588427,104,MMR11037,11037,24-Jan-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),,6,,,0,60,Southeast Asia,Myanmar,Mon,Thaton,Bilin,Bilin,17.2178,97.2305,2,7Day News; Radio Free Asia; Democratic Voice of Burma,National-Regional,"On 24 January 2021, in Bilin Township (Thaton District, Mon State), nearly 1000 villagers from 11 villages in Myint Kyoe, Tar Oke Khee and Kyoe Waing village tracks demonstrated. Demonstrators demand the Myanmar military withdraw from their bases in the surrounding areas and abide by a nationwide cease-fire agreement reached in 2015. Location coded as Bilin. [size=nearly 1000]",0,1612284392,MMR
7672458,104,MMR11123,11123,24-Jan-21,2021,1,Riots,Mob violence,Rioters (Myanmar),Vigilante Group (Myanmar),5,Civilians (Myanmar),Military Forces of Myanmar (2016-2021) People's Militia Force,7,57,Southeast Asia,Myanmar,Shan-North,Muse,Kutkai,Nam Hpat Kar,23.6914,97.822,2,Shwe Phee Myay News Agency,Subnational,"On 24 January 2021, near Nam Hpat Kar village (Kutkai Township, Muse District, Shan State), family members of a Pansay people's militia commander detained a Pansay people's militia soldier, who killed the commander the day before. The family members reportedly poured two bottles of acid through his mouth, beat and killed him. [size=no report]",1,1618491665,MMR
7588546,104,MMR11038,11038,24-Jan-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),,6,,,0,60,Southeast Asia,Myanmar,Yangon,Yangon-West,Kyauktada,Kyauktada,16.7743,96.1616,2,Mizzima,National,"On 24 January 2021, in Kyauktada Township (Yangon-west District, Yangon Region), about 60 people attended a demonstration organized by political activists. Demonstrators showcased their support for UEC and welcome the new NLD-led government. [size=about 60]",0,1618491670,MMR
7669008,104,MMR11019,11019,23-Jan-21,2021,1,Violence against civilians,Attack,Police Forces of Myanmar (2016-2021),,1,Civilians (Myanmar),Prisoners (Myanmar),7,17,Southeast Asia,Myanmar,Mon,Mawlamyine,Mudon,Kamarwet,16.1408,97.734,1,Human Rights Foundation of Monland; Independent Mon News Agency,Other-Subnational,"On 23 January 2021, in Kamarwet Town (Mudon Township, Mawlamyine District, Mon State, Myanmar police arrested a Hnee Padaw villager as a suspect in a murder case. Afterwards, he died from injuries on his head and legs while in police custody on the same day. His relatives accused the Myanmar police of torturing him to death.",1,1612998726,MMR
7588448,104,MMR11033,11033,23-Jan-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),USDP: Union Solidarity and Development Party,6,,,0,60,Southeast Asia,Myanmar,Nay Pyi Taw,Det Khi Na,Lewe,Lewe,19.6347,96.1101,1,7Day News,National,"On 23 January 2021, at Lewe town (Lewe Township, Det Khi Na District, Nay Pyi Taw), about 30 USDP supporters demonstrated over alleged electoral fraud. [size=about 30]",0,1612284392,MMR
7588449,104,MMR11035,11035,23-Jan-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),USDP: Union Solidarity and Development Party,6,,,0,60,Southeast Asia,Myanmar,Nay Pyi Taw,Oke Ta Ra,Oke Ta Ra Thi Ri,Oke Ta Ra Thi Ri,19.891,96.043,1,7Day News,National,"On 23 January 2021, in Oke Ta Ra Thi Ri town (Oke Ta Ra Thi Ri Township, Oke Ta Ra District, Nay Pyi Taw), about 60 USDP supporters demonstrated over alleged electoral fraud in two separate locations, such as at Shwe Nan Thar football ground and Oke Ta Ra Thiri USDP Township Office. Protest size coded for two locations. [size=about 60]",0,1612284392,MMR
7672203,104,MMR11034,11034,23-Jan-21,2021,1,Battles,Armed clash,Military Forces of Myanmar (2016-2021) People's Militia Force,,1,Military Forces of Myanmar (2016-2021) People's Militia Force,,1,11,Southeast Asia,Myanmar,Shan-North,Muse,Kutkai,Nam Hpat Kar,23.6914,97.822,2,Radio Free Asia,Regional,"On 23 January 2021, near Nam Hpat Kar village (Kutkai Township, Muse District, Shan State), a soldier shot a commander of Pansay people's militia at a camp. The soldier reportedly accused a commander of arresting his mother. However, the Pansay people militia said that it is an accidental event. The commander died.",1,1618491710,MMR
7588516,104,MMR11036,11036,23-Jan-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),USDP: Union Solidarity and Development Party,6,,,0,60,Southeast Asia,Myanmar,Mon,Mawlamyine,Thanbyuzayat,Thanbyuzayat,15.9689,97.7274,1,Eleven Media Group,National,"On 23 January 2021, in Thanbyuzayat town (Thanbyuzayat Township, Mawlamyine District, Mon State), members of USDP demonstrated over alleged electoral fraud and demanded the government and UEC to solve the issue. [size=no report]",0,1612284392,MMR
7588588,104,MMR11032,11032,23-Jan-21,2021,1,Violence against civilians,Sexual violence,KIO/KIA: Kachin Independence Organization/Kachin Independence Army,,2,Civilians (Myanmar),Women (Myanmar); Farmers (Myanmar),7,27,Southeast Asia,Myanmar,Shan-North,Muse,Kutkai,Kutkai,23.4579,97.938,2,Shwe Phee Myay News Agency,Subnational,"On 23 January 2021, in Man Pein village track (Kutkai Township, Muse District, Shan State), two KIA soldiers with guns and uniform arrived at a farm and took two girls and their mother working at the sugarcane farm. On the way, they raped a 16-year-old girl at gunpoint. KIA and TNLA negotiated the case with the victim's family and paid a compensation of 15 lakhs in Myanmar kyats. Location coded as Kutkai.",0,1618491742,MMR
7581467,104,MMR11007,11007,22-Jan-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),USDP: Union Solidarity and Development Party,6,,,0,60,Southeast Asia,Myanmar,Nay Pyi Taw,Oke Ta Ra,Poke Ba Thi Ri,Poke Ba Thi Ri,19.806,96.183,2,Radio Free Asia,Regional,"On 22 January 2021, in Shwe Nan Thar village (Poke Ba Thi Ri Township, Oke Ta Ra District, Nay Pyi Taw), about 20 USDP supporters demonstrated against the 2020 election result. [size=about 20]",0,1611676350,MMR
7588425,104,MMR10993,10993,22-Jan-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),,6,,,0,60,Southeast Asia,Myanmar,Kayin,Myawaddy,Myawaddy,Myawaddy,16.6891,98.5089,1,Myanmar Times; Karen Information Center News,Subnational-National,"On 22 January 2021, in Myawaddy Town (Myawaddy Township, Myawaddy District, Kayin State), about 30 people demonstrated to express their support of the Myanmar military for investigating alleged electoral fraud. [size=about 30]",0,1612284392,MMR
7581328,104,MMR10995,10995,22-Jan-21,2021,1,Riots,Violent demonstration,Rioters (Myanmar),DNP: Democratic Party of National Politics; NDF: National Democratic Force,5,Rioters (Myanmar),NLD: National League for Democracy,5,55,Southeast Asia,Myanmar,Shan-South,Taunggyi,Taunggyi,Ayetharyar,20.7747,96.9988,1,7Day News,National,"On 22 January 2021, in Ayetharyar Town (Taunggyi Township, Taunggyi District, Shan State), about 229 people (including 29 members of DNP, NDF and NSSN) gathered for a rally to show their support for the Myanmar military. During the demonstration, three men with an NLD flag came to the scene and fought with some of Myanmar military supporters. [size=about 232]",0,1618491773,MMR
7672454,104,MMR10971,10971,21-Jan-21,2021,1,Violence against civilians,Attack,Military Forces of Myanmar (2016-2021),,1,Civilians (Myanmar),,7,17,Southeast Asia,Myanmar,Shan-North,Muse,Namhkan,Namhkan,23.8334,97.6798,2,Shwe Phee Myay News Agency,Subnational,"On 21 January 2021, in Nam Hoi (lower) village (Namhkan Township, Muse District, Shan State) (coded as Namhkan), Myanmar military shot and seriously injured a driver at a football field. Myanmar military tried to stop the car, but the shooting happened as the driver kept driving out of fear.",0,1618491831,MMR
7665328,104,MMR11063,11063,21-Jan-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),,6,,,0,60,Southeast Asia,Myanmar,Kayin,Myawaddy,Myawaddy,Myawaddy,16.6891,98.5089,1,Myanmar Times,National,"On 21 January 2021, in Myawaddy Town (Myawaddy Township, Myawaddy District, Kayin State), about 30 people demonstrated to express their support for the Myanmar military for investigating alleged electoral fraud. [size=about 30]",0,1612888444,MMR
7581391,104,MMR10970,10970,21-Jan-21,2021,1,Violence against civilians,Attack,ARSA: Arakan Rohingya Salvation Army,,2,Civilians (Myanmar),,7,27,Southeast Asia,Myanmar,Rakhine,Maungdaw,Maungdaw,Inn Din,20.5082,92.5811,2,Irrawaddy,National,"On 21 January 2021, near Aung Thukha village, Inn Din village tract (Maungdaw Township, Maungdaw District, Rakhine State) (coded as Inn Din), five alleged members of ARSA detained and beat two villagers in the Mayu forest. The two villagers were released after they were detained for a few hours.",0,1611676349,MMR
7588591,104,MMR10992,10992,21-Jan-21,2021,1,Violence against civilians,Abduction/forced disappearance,RCSS/SSA-S: Restoration Council of Shan State/Shan State Army-South,,2,Civilians (Myanmar),Women (Myanmar),7,27,Southeast Asia,Myanmar,Shan-North,Kyaukme,Kyaukme,Sar Poet,22.7681,96.778,1,Shwe Phee Myay News Agency,Subnational,"On 21 January 2021, in Sar Poet village (Kyaukme Township, Kyaukme District, Shan State), RCSS abducted two women. RCSS accused them of giving information to TNLA. They were released on 23 January.",0,1618491862,MMR
7581466,104,MMR10991,10991,20-Jan-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),Labour Group (Myanmar),6,,,0,60,Southeast Asia,Myanmar,Yangon,Yangon-North,Hlaingtharya-East,Hlaingthayar,16.854,96.0689,2,Radio Free Asia,Regional,"On 20 January 2021, at Shwe Lin Ban Industrial Zone in Hlaingthayar Township (Yangon-North District, Yangon Region), more than 130 Han Mein garment factory workers demonstrated against the firing of their colleagues and called for the fired workers to be reinstated. A worker was reportedly fired because of his demand for labour rights. [size=more than 130]",0,1618491872,MMR
7581474,104,MMR10990,10990,20-Jan-21,2021,1,Violence against civilians,Abduction/forced disappearance,RCSS/SSA-S: Restoration Council of Shan State/Shan State Army-South,,2,Civilians (Myanmar),,7,27,Southeast Asia,Myanmar,Shan-North,Kyaukme,Kyaukme,Taung Poet Loet,22.7517,96.786,1,Shwe Phee Myay News Agency,Subnational,"On 20 January 2021, in Taung Poet Loet village (Kyaukme Township, Kyaukme District, Shan State), RCSS abducted a villager allegedly accusing him of giving information to TNLA.",0,1618491874,MMR
7671337,104,MMR10985,10985,19-Jan-21,2021,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Myanmar (2016-2021),,1,Civilians (Myanmar),,7,17,Southeast Asia,Myanmar,Bago-East,Taungoo,Kyaukkyi,Kyaukkyi,18.3264,96.7695,2,Karen Information Center News,National,"On 19 January 2021, in Pei Khaw Khee village (Kyaukkyi Township, Taungoo District, Bago Region), Myanmar military LIB 603 fired artillery shells and guns into the village. A shell fell in the village and a 41-year-old man was injured. Location coded as Kyaukkyi.",0,1618491969,MMR
7581304,104,MMR10989,10989,19-Jan-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),Labour Group (Myanmar),6,,,0,60,Southeast Asia,Myanmar,Yangon,Yangon-West,Pabedan,Pabedan,16.7803,96.1556,2,Mizzima; Radio Free Asia,National-Regional,"On 19 January 2021, at a worksite in the compound of Myanma Railways (Pabedan Township, Yangon-West District, Yangon Region), hundreds of Yoma Central project construction workers staged a demonstration. They demanded social security payments, installation of workplace safety equipment at the worksite and overtime payment. Yoma Central is a project of the Yoma Group and its partners. They have engaged BYMA-Taisei Joint Venture as the main contractor for the construction of the project. [size=hundreds]",0,1618491989,MMR
7672448,104,MMR11004,11004,19-Jan-21,2021,1,Battles,Armed clash,Military Forces of Myanmar (2016-2021),,1,PSLF/TNLA: Palaung State Liberation Front/Ta'ang National Liberation Army,,2,12,Southeast Asia,Myanmar,Shan-North,Lashio,Lashio,Lashio,22.9359,97.7498,2,Shwe Phee Myay News Agency,Subnational,"On 19 January 2021, near Tar Yaw village (Lashio Township, Lashio District, Shan State) (coded as Lashio), Myanmar military and TNLA clashed. Casualties unknown.",0,1618491990,MMR
7581390,104,MMR10994,10994,19-Jan-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),Refugees/IDPs (Myanmar),6,,,0,60,Southeast Asia,Myanmar,Rakhine,Mrauk-U,Kyauktaw,Kyauktaw,20.8447,92.9753,1,Irrawaddy,National,"On 19 January 2021, at Maha Kan Gyi Shin IDP camp in Kyauktaw town (Kyauktaw Township, Mrauk-U District, Rakhine State), about 100 IDPs from Mar Lar village demonstrated to demand the Myanmar military to withdraw from their bases near the village to enable IDPs to return to their homes. [size=about 100]",0,1611676349,MMR
7581398,104,MMR10988,10988,19-Jan-21,2021,1,Violence against civilians,Attack,Unidentified Armed Group (Myanmar),,3,Civilians (Myanmar),,7,37,Southeast Asia,Myanmar,Bago-East,Taungoo,Kyaukkyi,Kyaukkyi,18.3264,96.7695,2,Karen Information Center News,National,"On 19 January 2021, near Mu The village (Kyaukkyi Township, Taungoo District, Bago Region), two villagers were shot to death. KNU accused Myanmar military of the killing while Myanmar military accused KNU Brigade 9 of the killing. Fatalities coded as 2. Location coded as Kyaukkyi.",2,1618492011,MMR
7581419,104,MMR10996,10996,19-Jan-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),USDP: Union Solidarity and Development Party,6,,,0,60,Southeast Asia,Myanmar,Yangon,Yangon-North,Insein,Insein,16.9018,96.096,1,Myanmar Now,National,"On 19 January 2021, at Kyo Kone (West) Ward, Insein town, Insein Township (Yangon-North District, Yangon Region), about 15 people led by a member of USDP demonstrated and welcomed the Myanmar military's statement over electoral fraud. Myanmar military claimed to have found several faults in voter list during the 2020 General Election. [size=about 15]",0,1618492014,MMR
7588545,104,MMR11030,11030,18-Jan-21,2021,1,Violence against civilians,Attack,PSLF/TNLA: Palaung State Liberation Front/Ta'ang National Liberation Army,,2,Civilians (Myanmar),Government of Myanmar (2016-),7,27,Southeast Asia,Myanmar,Shan-North,Kyaukme,Kyaukme,Min Kone,22.8458,96.7612,1,Mizzima,National,"On 18 January 2021, at Min Kone (Kyaukme Township, Kyaukme District, Shan State), TNLA arrested a Min Kone village administrator and allegedly beat him while in detention. TNLA arrested him on the same day he made a visit to them and requested them to re-open a road between Min Kone and Tawk Sang villages. He was released on the following day with injuries. Location coded as Kyaukme.",0,1618492059,MMR
7672009,104,MMR10984,10984,18-Jan-21,2021,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Myanmar (2016-2021),,1,Civilians (Myanmar),,7,17,Southeast Asia,Myanmar,Bago-East,Taungoo,Kyaukkyi,Kyaukkyi,18.3264,96.7695,2,Radio Free Asia,Regional,"On 18 January 2021, in Ye De village (Kyaukkyi Township, Taungoo District, Bago Region), Myanmar military shelled a village. About 185 villagers fled as well over the two days of shelling. Location coded as Kyaukkyi.",0,1618492059,MMR
7672128,104,MMR10976,10976,17-Jan-21,2021,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Myanmar (2016-2021),,1,Civilians (Myanmar),,7,17,Southeast Asia,Myanmar,Bago-East,Taungoo,Kyaukkyi,Kyaukkyi,18.3264,96.7695,2,Radio Free Asia,Regional,"On 17 January 2021, in Ye De village (Kyaukkyi Township, Taungoo District, Bago Region), Myanmar military shelled a village. Afterwards, 10 teachers and 85 students closed their school and fled. Location coded as Kyaukkyi.",0,1618492073,MMR
7581378,104,MMR10983,10983,17-Jan-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),,6,,,0,60,Southeast Asia,Myanmar,Mandalay,Meiktila,Wundwin,Wundwin,21.0941,96.028,1,Eleven Media Group,National,"On 17 January 2021, in Wundwin town (Wundwin Township, Meiktila District, Mandalay Region), about 300 people demonstrated to show their support for the Myanmar military and to demand a fair election. Three leaders were later charged as there were more people than the permitted number during the demonstration. [size=about 300]",0,1611676349,MMR
7669007,104,MMR10982,10982,16-Jan-21,2021,1,Riots,Violent demonstration,Rioters (Myanmar),Buddhist Group (Myanmar),5,Police Forces of Myanmar (2016-2021),,1,15,Southeast Asia,Myanmar,Yangon,Yangon-North,Insein,Insein,16.9018,96.096,2,Radio Free Asia; Myanmar Now,National-Regional,"On 16 January 2021, in front of Insein Prison in Insein Township (Yangon-North District, Yangon Region), more than 20 nationalists, including monks, demonstrated to demand the release of U Wirathu. Myanmar police blocked them on the grounds that they didn't have permission to demonstrate. Afterwards, demonstrators scuffled with police officers; one demonstrator punched a police officer. One of the demonstration leaders was arrested. [size=more than 20]",0,1618492106,MMR
7581476,104,MMR10981,10981,16-Jan-21,2021,1,Battles,Armed clash,PSLF/TNLA: Palaung State Liberation Front/Ta'ang National Liberation Army,,2,RCSS/SSA-S: Restoration Council of Shan State/Shan State Army-South,,2,22,Southeast Asia,Myanmar,Shan-North,Kyaukme,Kyaukme,Nyaung Mawng,22.7875,96.8089,2,Shwe Phee Myay News Agency,Subnational,"On 16 January 2021, near Nyaung Mawng village (Kyaukme Township, Kyaukme District, Shan State), TNLA and RCSS clashed. Casualties unknown.",0,1618492112,MMR
7671336,104,MMR10974,10974,15-Jan-21,2021,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Myanmar (2016-2021),,1,Civilians (Myanmar),,7,17,Southeast Asia,Myanmar,Kayin,Hpapun,Hpapun,Me Waing,17.8791,97.2782,1,Karen Information Center News,Subnational,"On 15 January 2021, in Me Waing village (Hpapun Township, Hpapun District, Kayin State), KNA accused Myanmar military of firing an artillery shell at the village. A child was injured. However, the Myanmar military blamed KNLA for the incident while the KNLA made a statement blaming the Myanmar military.",0,1612998732,MMR
7588587,104,MMR11017,11017,15-Jan-21,2021,3,Violence against civilians,Attack,SSPP/SSA-N: Shan State Progress Party/Shan State Army-North,,2,Civilians (Myanmar),Government of Myanmar (2016-),7,27,Southeast Asia,Myanmar,Shan-North,Kyaukme,Hsipaw,Hsipaw,22.6166,97.3003,2,Shan Herald Agency for News,Subnational,"Around 15 January 2021 (between 7 - 23 January), a village administrator was killed by the SSPP. He was first abducted in Kone Hsar village, Hsipaw Township on 7 Jan and was found dead in a forest near Nar Hkay village (Hsipaw Township, Kyaukme District, Shan State) on 23 January. SSPP alleged abducted and killed him because his two nephews recently used SSPP name to collect money residents on Hsipaw-Nawng Mon road. Afterwards, the village administrator reportedly guaranteed for the released of his two nephews.",1,1618492191,MMR
7672605,104,MMR10955,10955,14-Jan-21,2021,1,Battles,Armed clash,Military Forces of Myanmar (2016-2021),,1,KNU/KNLA: Karen National Union/Karen National Liberation Army,,2,12,Southeast Asia,Myanmar,Bago-East,Taungoo,Kyaukkyi,Kyaukkyi,18.3264,96.7695,2,VOA,International,"On 14 January 2021, near Tar Paw Khee village (Kyaukkyi Township, Taungoo District, Bago Region), Myanmar military and KNLA brigade 3 clashed. Casualties unknown. Location coded as Kyaukkyi.",0,1618492204,MMR
7534464,104,MMR10964,10964,14-Jan-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),USDP: Union Solidarity and Development Party,6,,,0,60,Southeast Asia,Myanmar,Mandalay,Yamethin,Pyawbwe,Pyawbwe,20.5947,96.0509,1,Eleven Media Group; Radio Free Asia,National-Regional,"On 14 January 2021, in Pyawbwe Town (Pyawbwe Township, Yamethin District, Mandalay Region), USDP supporters demonstrated over alleged electoral fraud and shown support for Myanmar military to investigate alleged electoral fraud. [size=no report]",0,1611074486,MMR
