event_date,event_type,sub_event_type,actor1,actor2,location,latitude,longitude,notes,fatalities
12-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Bago,17.3352,96.4813,"On 12 March 2021, in Bago town (Bago town, Bago district, Bago region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Police reportedly fired tear gas and rubber bullets or live rounds. No injuries or arrests were reported. [size=no report]",0
12-Mar-21,Violence against civilians,Attack,Military Forces of Myanmar (2021-),Civilians (Myanmar),Mogoke,22.9176,96.5098,"On 12 March 2021, in Mogoke town (Mogoke Township, Pyin Oo Lwin District, Mandalay Region), locals heard the sound of gunfire. Afterwards, the Myanmar military and police were found in the town. The Myanmar military and police reportedly shot at young people who served as security personnel for local people. One was injured. Five locals were arrested.",0
11-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Aungpan,20.6612,96.6358,"On 11 March 2021, in Aung Ban town (Kalaw township, Taunggyi district, Shan state), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Military forces intervened and fired rubber of live bullets and smoke bombs into the crowd to disperse the protest. Several injuries from beatings and at least 14 arrests were reported. [size=no report]",0
11-Mar-21,Violence against civilians,Attack,Military Forces of Myanmar (2021-),Civilians (Myanmar),Ahlone,16.789,96.1265,"On 11 March 2021, in Ahlone Township (Yangon-West District, Yangon Region), military and police forces raided a car servicing centre and arrested 10 male employees, who were reportedly beaten when being taken away. Security forces also smashed CCTV cameras and equipment in the office and took away a car. It was not clear why the centre, which had been closed since 5 February, was targeted, but an employee stated that one possibility was the promixity of the office to protest sites.",0
11-Mar-21,Protests,Excessive force against protesters,Protesters (Myanmar),Police Forces of Myanmar (2021-),Bago,17.3352,96.4813,"On 11 March 2021, in Bago (Bago township, Bago district, Bago region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Police and soldiers shot live ammunition, rubber bullets and tear gas at protesters. One man was shot in the head and killed, while another was severely injured. Several arrests were reported, including students and teachers. [size=no report]",1
11-Mar-21,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),Dawei,14.0828,98.1915,"On 11 March 2021, in Dawei town (Dawei Township, Dawei District, Tanintharyi Region), locals held a protest march against the Myanmar military coup and in support of the civil disobedience movement. Security forces (assumed to be police and military) fired at protesters to disperse the crowd. One man was killed. [size=no report]",1
11-Mar-21,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),Dagon Myothit (North),16.8808,96.1893,"On 11 March 2021, in Dagon Myothit (North) township (Yangon-East district, Yangon Region), locals protested against the Myanmar military coup and in support of the civil disobedience movement. Police and military forces intervened and fired shots at protesters. One man was killed while another protester was severely injured after being shot in the thigh. [size=no report]",1
11-Mar-21,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),Myaing,21.6125,94.8543,"On 11 March 2021, in Myaing town, Myaing township (Pakokku District, Magway Region), locals protested against the Myanmar military coup and in support of the civil disobedience movement. Military and police forces intervened and fired at protesters to disperse the crowd. Tear gas were reportedly fired every 10-15 minutes in the morning. 6 people were killed, including two who died immediately after being shot in the head, while four others died on arrival at the hospital. Eight others were injured, including two in critical conditions. [size=no report]",6
11-Mar-21,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),Myingyan,21.46,95.3884,"On 11 March 2021, in Myingyan town, Myingyan township (Myingyan district, Mandalay Region), locals held a protest march against the Myanmar military coup and in support of the civil disobedience movement. Security forces (assumed to be police and military) fired at protesters to disperse the crowd. One man was killed after being shot in the eye. [size=no report]",1
11-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Payathonzu,15.3044,98.3781,"On 11 March 2021, in Payathonzu town, Kyainseikgyi township (Kawkareik District, Kayin State), people protested against the military coup and in support of the civil disobedience movement. Military and police forces intervened and fired tear gas and rubber bullets. Four people were injured by rubber bullets. [size=no report]",0
11-Mar-21,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),Bago,17.3352,96.4813,"On 11 March 2021, in Bago town (Bago Township, Bago District, Bago Region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar military and police fired gunshots at protesters. One protests - a disabled man - was killed. [size=no report]",1
11-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Taunggyi,20.7892,97.0378,"On 11 March 2021, in Taunggyi town (Taunggyi Township, Taunggyi District, Shan State), people protested against the Myanmar military coup and in support of the civil disobedience movement. Police intervened and fired tear gas to disperse protesters. A Polish journalist associated with The Diplomat and Deutsche Welle and was taking photos of the protest was beaten and arrested by security forces. He was detained until his release on 22 March and reportedly fined 200,000 kyats under Section 13 (1) of the Immigration Court for overstaying his visa. [size=no report]",0
11-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Muse,23.9933,97.9103,"On 11 March 2021, in Muse town (Muse Township, Muse District, Shan State), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. The security forces intervened with tear gas and rubber bullets to disperse protesters. [size=no report]",0
11-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Thingangyun,16.831,96.1932,"On 11 March 2021, in Thingangyun township (Yangon (East) District, Yangon Region), locals demonstrated against the military coup and in support of the civil disobedience movement. Military and police forces intervened and arrested at least 12 people. A motorcyclist was beaten and arrested and three motorcyclists were set on fire by security forces. A street vendor was arrested and his shop was destroyed. Four people were injured. Some bystanders were reportedly also arrested. [size=no report]",0
11-Mar-21,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),Taungoo,18.9429,96.4341,"On 11 March 2021, in Taungoo town, Taungoo township (Taungoo District, Bago Region), locals marched to protest against the military coup and in support of the civil disobedience movement. Military forces arrived and opened fire at protesters. A passer-by was reportedly killed by security forces. [size=no report]",1
11-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Pathein,16.7792,94.7321,"On 11 March 2021, in Pathein (Pathein township, Pathein district, Ayeyarwady region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Police intervened, fired sound guns into the crowd and removed hundreds of protesters by truck. There were also reports of an explosion and at least 10 were arrested. [size=no report]",0
11-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Mogoke,22.9176,96.5098,"On 11 March 2021, in Mogoke town (Mogoke township, Pyin Oo Lwin district, Mandalay Region), locals held a protest march against the military coup and in support of the civil disobedience movement. Police intervened and fired tear gas and stun grenades and arrested six protesters. Protesters gathered again in the afternoon before fleeing after security forces attempted a crackdown again. About 30 soldiers raided the area, firing rubber bullets at fleeing protesters. Four people were injured. In total, about 40 protesters - including three Buddhist monks and the six protesters earlier in the day - were arrested. One of the monks was charged under Section 505(b) of the Penal Code. [size=no report]",0
11-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Muse,23.9933,97.9103,"On 11 March 2021, in Muse (Muse township, Muse district, Shan state), about 100 locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Police and soldiers intervened and fired into the crowd to disperse the protest. At least 12 arrests were reported. [size=about 100]",0
11-Mar-21,Riots,Violent demonstration,Rioters (Myanmar),Police Forces of Myanmar (2021-),Insein,16.9018,96.096,"On 11 March 2021, in Insein township (Yangon-North district, Yangon Region), people demonstrated against the Myanmar military coup and in support of the civil disobedience movement. They built barricades during the demonstration. Police intervened and fired stun grenades and rubber bullets to disperse the crowd. [size=no report]",0
11-Mar-21,Protests,Excessive force against protesters,Protesters (Myanmar),Police Forces of Myanmar (2021-),Mahlaing,21.0986,95.6469,"On 11 March 2021, in Mahlaing (Mahlaing township, Meiktila district, Mandalay region), locals, including students, held a protest against the Myanmar military coup and in support of the civil disobedience movement, and demanding the release of detainees. Police intervened and fired rubber bullets, live ammunition and tear gas into the crowd to disperse the protest. 1 injury and at least 4 arrests were reported. [size=no report]",0
11-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Tamwe,16.8102,96.1765,"On 11 March 2021, in Tamwe township (Yangon-east district, Yangon region), locals, including students, held a protest against the Myanmar military coup and in support of the civil disobedience movement. Police and soldiers intervened and fired tear gas and stun grenades into the crowd to disperse the protest. At least 3 arrests were reported. [size=no report]",0
11-Mar-21,Protests,Excessive force against protesters,Protesters (Myanmar),Police Forces of Myanmar (2021-),Mandalay,21.9747,96.0836,"On 11 March 2021, in Mandalay City (Mandalay region), locals including Buddhist monks held a protest against the Myanmar military coup and in support of the civil disobedience movement. Police fired tear gas and live ammunition to disperse protesters. Police were also using batons to beat up protesters. One man was shot and killed. About 30 people were injured, including a man who was shot in the leg. At least 20 protesters were arrested. At night, residents also held a protest march in defiance of the nightly curfew imposed since the coup. [size=no report]",1
11-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Kyauk Myaung,19.43,93.8929,"On 11 March 2021, in Kyauk Myaung (Ann township, Kyaukpyu district, Rakhine state), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Police and soldiers intervened and fired tear gas and stun grenades into the crowd to disperse the protest. [size=no report]",0
11-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Loikaw,19.6742,97.2099,"On 11 March 2021, in Loikaw town (Loikaw township, Loikaw district, Kayah State), locals held a protest march against the Myanmar military coup and in support of the civil disobedience movement. Army and police fired either rubber bullets or live rounds to disperse the crowd. Some protesters were injured, though medics reported that injuries were not serious. [size=no report]",0
11-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Yinmarbin,22.0831,94.9021,"On 11 March 2021, in Yinmarbin (Yinmarbin township, Yinmarbin district, Sagaing region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Police intervened to disperse the protest. 4 arrests were reported. [size=no report]",0
11-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Namtu,23.0766,97.4033,"On 11 March 2021, in Namtu town (Namtu township, Kyaukme district, Shan state), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Police intervened and fired water cannons to disperse thre crowd. [size=no report]",0
11-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Mahlaing,21.0986,95.6469,"On 11 March 2021, in Mahlaing town (Mahlaing Township, Meiktila District, Mandalay Region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. The security forces fired gunshots. It is not reported if live or rubber bullets were used. One civilian injured and 2 others were arrested. [size=no report]",0
11-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Kutkai,23.4579,97.938,"On 11 March 2021, in Kutkai town (Kutkai Township, Muse District, Shan State), people held a protest against the Myanmar military coup and in support of the civil disobedience movement. Police fired tear gas to disperse the crowd. At least three protesters were arrested. [size=no report]",0
11-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Dawei,14.0828,98.1915,"On 11 March 2021, in Dawei (Dawei township, Dawei district, Tanintharyi region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Police and soldiers intervened and fired tear gas and stun grenades into the crowd to disperse the protest. [size=no report]",0
11-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Thaketa,16.793,96.203,"On 11 March 2021, in Thaketa township (East Yangon, Yangon region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Police and soldiers intervened and fired tear gas and stun grenades into the crowd to disperse the protest. [size=no report]",0
11-Mar-21,Violence against civilians,Attack,Military Forces of Myanmar (2021-),Civilians (Myanmar),Dawei,14.0828,98.1915,"On 11 March 2021, in Dawei town (Dawei Township, Dawei District, Tanintharyi Region), at around 10pm, military and police forces raided a ward and reportedly fired live ammunition. A man was killed by the security forces, while two others were injured. The reason for the raid was not reported.",1
11-Mar-21,Violence against civilians,Attack,Military Forces of Myanmar (2021-),Civilians (Myanmar),Lashio,22.9359,97.7498,"On 11 March 2021, in Nam Hai village, Lashio township (coded as Lashio), Lashio District, Shan State, Myanmar military troops from LID-88 shot and killed a 60-year-old man while passing by his village. It was not clear why he was shot. It was reported that the military later offered his relatives 500,000 kyat in compensation.",1
10-Mar-21,Violence against civilians,Attack,Police Forces of Myanmar (2021-),Civilians (Myanmar),Insein,16.9018,96.096,"Around 10 March 2021 (as reported), in Insein Township (Yangon-north District, Yangon Region), a prisoner who was arrested over the anti-coup protests died at Insein prison. The circumstances of his death are unclear.",1
10-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Dawei,14.0828,98.1915,"On 10 March 2021, in Dawei town, Dawei Township (Dawei District, Tanintharyi Region), locals held a protest march against the Myanmar military coup and in support of the civil disobedience movement. Police and military forces intervened and fired gunshots and tear gas. It is not reported if live or rubber bullets were used. Arrests were made but the exact number was not reported. [size=no report]",0
10-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),North Okkalapa,16.9188,96.163,"On 10 March 2021, in North Okkalapa township (Yangon-East district, Yangon Region), a group of protesters gathered outside a military intelligence interrogation centre to demand the release of 100-200 demonstrators who had been arrested earlier in the day for demonstrating against the Myanmar military coup. Soldiers fired live rounds or rubber bullets to disperse the crowd. No injuries reported. [size=no report]",0
10-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Loikaw,19.6742,97.2099,"On 10 March 2021, in Loikaw town (Loikaw township, Loikaw district, Kayah State), locals held a protest march against the Myanmar military coup and in support of the civil disobedience movement. Police and soldiers intervened to break up the demonstration. About four people were beaten by security forces during the crackdown, and five cars were destroyed and some motorcycles were taken away. Some arrests were made but the exact number was not reported. [size=no report]",0
10-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Hsipaw,22.6166,97.3003,"On 10 March 2021, in Hsipaw town (Hsipaw Township, Kyaukme District, Shan State), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Military and police reportedly fired rubber bullets or live rounds to disperse the crowd. No injuries reported. This was reportedly the first crackdown against demonstrations held in Hsipaw. [size=no report]",0
10-Mar-21,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),North Okkalapa,16.9188,96.163,"On 10 March 2021, in North Okkalapa township (Yangon-East district, Yangon Region), thousands of people held a demonstration against the Myanmar military coup and in support of civil disobedience movement. Military and police forces attempted to surround the demonstrators and fired rubber bullets, live rounds, tear gas, stun grenades and smoke bombs. One female protester sustained serious injuries after being shot with live ammunition. Security forces then raided homes in the area where demonstrators were hiding, and beat up demonstrators after taking them away. Between 100-200 people were arrested. [size=thousands]",0
10-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Taunggyi,20.7892,97.0378,"On 10 March 2021, in Taunggyi town (Taunggyi Township, Taunggyi District, Shan State), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Military and police reportedly fired rubber bullets or live rounds, tear gas and smoke bombs to disperse the crowd. Two young protesters were reportedly arrested and beaten by security forces. [size=no report]",0
10-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Insein,16.9018,96.096,"On 10 March 2021, in Insein Township (Yangon-north District, Yangon Region), locals including students held a protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar military and police intervened to disperse protesters. About 20 protesters were arrested. The police and military also searched government staff housing where some civil servants who joined the civil disobedience movement stayed. [size=no report]",0
10-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Dagon Myothit (North),16.8808,96.1893,"On 10 March 2021, in Dagon Myothit (North) township (Yangon-East district, Yangon Region), locals demonstrated against the military coup and in support of the civil disobedience movement. Police intervened and tear gas and stun grenades. [size=no report]",0
10-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Pathein,16.7792,94.7321,"On 10 March 2021, in Pathein town (Pathein township, Pathein District, Ayeyarwady region), locals including students held a protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar military and police fired gunshots to disperse protesters. Two protesters were injured. It is not reported if live or rubber bullets were used. [size=no report]",0
10-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Okpho,18.1278,95.6746,"On 10 March 2021, in Okpho town (Okpho Township, Thayarwady District, Bago Region), locals including Buddhist group held a protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar military and police intervened to disperse protesters. 7 Protesters were arrested. One of them - a Buddhist monastery student - was released. [size=no report]",0
10-Mar-21,Violence against civilians,Attack,Military Forces of Myanmar (2021-),Civilians (Myanmar),Taw Ma,21.6959,96.1287,"Around 10 March 2021 (as reported), in Taw Ma village (Sintgaing Township, Kyaukse District, Mandalay Region), the Myanmar military beat five farmers, including an 18-year-old boy.",0
10-Mar-21,Riots,Violent demonstration,Rioters (Myanmar),Military Forces of Myanmar (2021-),Sanchaung,16.8038,96.1373,"On 10 March 2021, in Sanchaung Township (Yangon (West) District, Yangon Region), locals held a demonstration against the Myanmar military coup and in support of the civil disobedience movement. As the Myanmar military and police intervened to crackdown demonstrators, the demonstrators protected themselves with makeshift roadblocks. [size=no report]",0
10-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Tada-U,21.819,95.9737,"On 10 March 2021, in Tada-U township (Kyaukse District, Mandalay Region), locals including students, monks, teachers and other civil servants held a protest against the military coup and in support of the civil disobedience movement. The Myanmar military and police fired smoke bomb, tear gas and rubber bullets to disperse protesters. Several protesters were injured. [size=no report]",0
10-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Taw Ma,21.6959,96.1287,"On 10 March 2021, in Taw Ma village (Sintgaing Township, Kyaukse District, Mandalay Region), locals including students gathered in two locations and held a sit-in protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar military and police blocked protesters and attempted to arrest protesters. Afterwards, the protesters dispersed. [size=no report]",0
10-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Mandalay,21.9747,96.0836,"On 10 March 2021, in Mandalay city (Mandalay Region), locals held a demonstration against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar military and police dispersed protesters. [size=no report]",0
10-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Magway,20.1496,94.9325,"On 10 March 2021, in Magway city (Magway Township, Magway District, Magway Region), locals held a protest march against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar police fired tear gas and arrested 3 protesters during the protest. [size=no report]",0
10-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Hakha,22.65,93.6167,"On 10 March 2021, in Hakha town (Hakha Township, Hakha District, Chin State), locals protested against the Myanmar military coup and in support of the civil disobedience movement. As protest leaders were negotiating with military and police forces to allow them to continue with the march, armed soldiers beat and arrested one person. The person was taken to Hakha police station. [size=no report]",0
10-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),South Okkalapa,16.8462,96.1799,"On 10 March 2021, in South Okkalapa township (Yangon (East) District, Yangon Region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar military and police intervened to disperse protesters. [size=no report]",0
10-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Kyaukme,22.5392,97.0343,"On 10 March 2021, in Kyaukme town (Kyaukme Township, Kyaukme District, Shan State), locals separated in 10 protest columns rode motorcycles in protest against Myanmar military coup and in support of the civil disobedience movement. The security forces fired a warning shot two times and about 10 protesters were also arrested. Some protesters were also trapped and in hiding. There were no security forces intervened to crackdown protest before 10 March [size=no report]",0
10-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Lashio,22.9359,97.7498,"On 10 March 2021, in Lashio town (Lashio Township, Lashio District, Shan State), about 20 locals held a protest in front of the ward office in Ward 11 against the new ward administrator that had been appointed by the military. Police intervened and arrested three people. [size=about 20]",0
10-Mar-21,Violence against civilians,Attack,Police Forces of Myanmar (2021-),Civilians (Myanmar),Dawei,14.0828,98.1915,"On 10 March 2021, in Dawei town (Dawei Township, Dawei District, Tanintharyi Region), the Myanmar police in civilian clothing beat and arrested a protest leader. The incident happened after a protest in Dawei. He was approached while he was repairing his car at a workshop.",0
10-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Myingyan,21.46,95.3884,"On 10 March 2021, in Myingyan town, Myingyan township (Myingyan district, Mandalay Region), locals held a protest march against the Myanmar military coup and in support of the civil disobedience movement. Nearly 100 military forces and police officers intervened and fired tear gas and rubber bullets to disperse the crowd. Two demonstrators were injured. [size=no report]",0
10-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Namhkan,23.8334,97.6798,"On 10 March 2021, in Namhkan town (Namhkan Township, Muse District, Shan State), people held a protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar military and police blocked protesters to arrest them. [size=no report]",0
10-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Dagon Myothit (South),16.8402,96.2258,"On 10 March 2021, in Dagon Myothit (South) township (Yangon-East district, Yangon Region), locals demonstrated against the military coup and in support of the civil disobedience movement. Military and police intervened and fired nearly 10 tear gas canisters and almost 10 rubber bullets to disperse the crowd. A total of 10 youths were arrested. Some were reportedly beaten when taken away. [size=no report]",0
10-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Sagaing,21.8787,95.9796,"On 10 March 2021, in Sagaing (Sagaing township, Sagaing district, Sagaing region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Police arrested at least 4 students hiding at a monastery. [size=at least hundreds]",0
9-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Shwebo,22.5692,95.6981,"On 9 March 2021, in Shwebo town, Shwebo township (Shwebo district, Sagaing region), locals marched in protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar military and police blocked protesters and arrested about 10 protesters. [size=no report]",0
9-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Myeik,12.4395,98.6003,"On 9 March 2021, in Myeik town (Myeik Township, Myeik District, Tanintharyi Region), locals including university students held a protest against the Myanmar military coup and in support of the civil disobedience movement. Police intervened and blocked the area so that protesters who fled could not escape and exit the area. About 50 to more than 70 protesters were arrested, including about 45 people who were reportedly brutally beaten by military soldiers while detained by military soldiers. [size=no report]",0
9-Mar-21,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),Mohnyin,24.7782,96.3686,"On 9 March 2021, in Mohnyin town, Mohnyin township (Mohnyin district, Kachin state), around 400 locals protested against the Myanmar military coup and in support of the civil disobedience movement. Police and military intervened and fired rubber bullets and live rounds. A man was hit by a live bullet in his arm, and another woman was injured by at least three rubber bullets. Several protesters were arrested. [size=around 400]",0
9-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),North Okkalapa,16.9188,96.163,"On 9 March 2021, in North Okkalapa township (Yangon-East district, Yangon Region), people including students held a demonstration against the Myanmar military coup and in support of civil disobedience movement. About 20 police officers and military soldiers arrived and destroyed the barricades set up by demonstrators. Security forces also fired tear gas, and either rubber bullets or live rounds, to disperse the crowd. At least three people were injured. [size=no report]",0
9-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Nyaungdon,17.0446,95.6396,"On 9 March 2021, in Nyaungdon town (Nyaungdon Township, Maubin District, Ayeyarwady Region), locals including civil servants held a protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar military and police fired either rubber bullets or live rounds to disperse protesters. Seven protesters were arrested and one motorcycle was seized. [size=no report]",0
9-Mar-21,Violence against civilians,Attack,Military Forces of Myanmar (2021-),Civilians (Myanmar),Myeik,12.4395,98.6003,"On 9 March 2021, in Myeik town, Myeik township, Myeik District, Tanintharyi Region, military and police forces detained around 45 protesters - including many students - at the Myeik's airbase. They were then beaten and tortured for hours while in custody. Male detainees were ordered to strip naked before they were beaten non-stop with belts, rifle butts, pipes, wooden sticks and chains. Many sustained severe wounds. A female detainee who had been shot by rubber bullets during the crackdown against the demonstration did not receive treatment for hours. Another female detainee suffered a skull fracture after being hit by a rifle butt. They were released later in the afternoon.",0
9-Mar-21,Protests,Excessive force against protesters,Protesters (Myanmar),Police Forces of Myanmar (2021-),Pathein,16.7792,94.7321,"On 9 March 2021, in Pathein town (Pathein Township, Pathein District, Ayeyarwady Region), locals including students held a protest march against the Myanmar military coup and in support of the civil disobedience movement. Police fired gunshots and protesters dispersed. However, the protesters gathered again and continued marching. [size=no report]",0
9-Mar-21,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),Nyaunglebin,17.9536,96.7225,"On 9 March 2021, in Nyaunglebin town (Nyaunglebin Township, Bago District, Bago Region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar military and police fired at least 10 gunshots to disperse protesters. [size=no report]",0
9-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Thazi,20.8501,96.0583,"On 9 March 2021, in Thaizi town (Thazi Township, Meiktila District, Mandalay Region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. The security forces fired gunshots. One civilian was injured. It is not reported if live or rubber bullets were used. [size=no report]",0
9-Mar-21,Protests,Excessive force against protesters,Protesters (Myanmar),Police Forces of Myanmar (2021-),Kyaukpadaung,20.8425,95.1322,"On 9 March 2021, in Kyaukpadaung town, Kyaukpadaung township (Nyaung-U district, Mandalay Region), people demonstrated against the military coup and in support of the civil disobedience movement. Police intervened to disperse protesters and fired rubber bullets and live rounds at random to disperse the crowd. Three people were reportedly hit by gunfire, including one person was in serious condition after being hit by gunfire near the groin. [size=no report]",0
9-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Ye,15.2465,97.8551,"On 9 March 2021, in Ye town (Ye township, Mawlamyine District, Mon State), locals including the Kayin Ethnic Group held a protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar military and police fired 20 rounds of gunshots. It is not reported if live or rubber bullets were used. Two protesters were injured; three were arrested. [size=no report]",0
9-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Ahlone,16.789,96.1265,"On 9 March 2021, in Ahlone township (Yangon-West district, Yangon Region), people demonstrated against the military coup and in support of the civil disobedience movement. Police and military intervened to disperse protesters who then fled and hid in alleyways. [size=no report]",0
9-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Dawei,14.0828,98.1915,"On 9 March 2021, in Dawei town (Dawei Township, Dawei District, Tanintharyi Region), locals protested against the occupation of several public buildings including hospitals and universities by military troops. The military fired either rubber bullets or live rounds to disperse the crowd. [size=no report]",0
9-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Magway,20.1496,94.9325,"On 9 March 2021, Magway town (Magway Township, Magway District, Magway Region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Police and soldiers fired smoke bombs into the alleyways of a residential ward and arrested four people. [size=no report]",0
